transaction_id,merchant_id,payer_id,paid_at,amount_usd,payment_method
txn0004398,mid00317,pid0662,2022-01-11,15785.24,12
txn0004581,mid00322,pid0169,2022-01-11,14861.57,12
txn0004766,mid00330,pid0381,2022-01-11,9988.26,12
txn0005844,mid00384,pid0377,2022-01-11,4386.86,12
txn0006692,mid00434,pid0668,2022-01-11,10497.68,12
txn0000945,mid00077,pid0521,2022-01-12,1114.65,12
txn0001105,mid00092,pid0568,2022-01-12,5100.67,12
txn0002977,mid00221,pid0491,2022-01-12,422.60,12
txn0003288,mid00245,pid0613,2022-01-12,815.39,12
txn0003749,mid00274,pid0425,2022-01-12,3327.31,12
txn0003792,mid00276,pid0594,2022-01-12,13201.82,12
txn0003913,mid00284,pid0130,2022-01-12,5902.00,12
txn0003939,mid00286,pid0468,2022-01-12,5108.95,12
txn0004616,mid00323,pid0494,2022-01-12,5204.94,12
txn0004887,mid00335,pid0039,2022-01-12,393.10,12
txn0005123,mid00347,pid0052,2022-01-12,13495.12,12
txn0005304,mid00359,pid0463,2022-01-12,2909.14,12
txn0005585,mid00375,pid0069,2022-01-12,10738.33,12
txn0005843,mid00384,pid0377,2022-01-12,9822.12,12
txn0006082,mid00399,pid0354,2022-01-12,5219.19,12
txn0006755,mid00439,pid0163,2022-01-12,4776.21,12
txn0007122,mid00454,pid0159,2022-01-12,5012.13,12
txn0000200,mid00018,pid0167,2022-01-13,4582.98,12
txn0000201,mid00018,pid0167,2022-01-13,8179.58,12
txn0001565,mid00130,pid0303,2022-01-13,580.84,12
txn0001672,mid00142,pid0467,2022-01-13,1560.74,12
txn0001749,mid00147,pid0571,2022-01-13,4691.34,12
txn0001934,mid00166,pid0618,2022-01-13,2310.52,12
txn0001983,mid00170,pid0638,2022-01-13,1090.35,12
txn0002578,mid00199,pid0476,2022-01-13,6307.86,12
txn0002891,mid00215,pid0538,2022-01-13,13993.81,12
txn0003163,mid00235,pid0296,2022-01-13,331.42,12
txn0004666,mid00324,pid0118,2022-01-13,13052.49,12
txn0004765,mid00330,pid0381,2022-01-13,8613.70,12
txn0005193,mid00352,pid0149,2022-01-13,13743.46,12
txn0005283,mid00357,pid0539,2022-01-13,5626.13,12
txn0005563,mid00374,pid0384,2022-01-13,2614.83,12
txn0006353,mid00416,pid0348,2022-01-13,1376.88,12
txn0000172,mid00016,pid0082,2022-01-14,289.84,12
txn0000263,mid00019,pid0274,2022-01-14,740.01,12
txn0000277,mid00020,pid0074,2022-01-14,4302.10,12
txn0000855,mid00069,pid0219,2022-01-14,6297.69,12
txn0000957,mid00079,pid0414,2022-01-14,6461.17,12
txn0001358,mid00112,pid0111,2022-01-14,4884.49,12
txn0001492,mid00125,pid0552,2022-01-14,6595.04,12
txn0002126,mid00176,pid0432,2022-01-14,12869.45,12
txn0002719,mid00202,pid0265,2022-01-14,918.82,12
txn0003443,mid00255,pid0296,2022-01-14,2207.31,12
txn0003583,mid00265,pid0246,2022-01-14,5166.90,12
txn0003826,mid00277,pid0458,2022-01-14,6226.43,12
txn0004272,mid00308,pid0495,2022-01-14,12847.00,12
txn0004501,mid00318,pid0035,2022-01-14,4719.35,12
txn0004580,mid00322,pid0169,2022-01-14,12015.83,12
txn0004582,mid00322,pid0169,2022-01-14,9662.17,12
txn0004618,mid00323,pid0494,2022-01-14,7127.92,12
txn0005120,mid00347,pid0052,2022-01-14,13729.53,12
txn0005316,mid00361,pid0675,2022-01-14,14299.44,12
txn0005741,mid00380,pid0434,2022-01-14,4359.52,12
txn0006051,mid00396,pid0691,2022-01-14,4099.01,12
txn0006831,mid00442,pid0343,2022-01-14,1765.78,12
txn0000324,mid00024,pid0324,2022-01-15,15681.23,12
txn0000517,mid00043,pid0115,2022-01-15,3812.92,12
txn0000665,mid00058,pid0591,2022-01-15,15147.62,12
txn0001118,mid00093,pid0138,2022-01-15,1948.49,12
txn0001554,mid00129,pid0317,2022-01-15,1308.49,12
txn0002289,mid00186,pid0385,2022-01-15,2202.42,12
txn0003535,mid00260,pid0193,2022-01-15,612.06,12
txn0004855,mid00332,pid0336,2022-01-15,15710.05,12
txn0005241,mid00353,pid0179,2022-01-15,489.37,12
txn0005301,mid00358,pid0460,2022-01-15,1130.95,12
txn0005584,mid00375,pid0069,2022-01-15,4036.14,12
txn0005939,mid00387,pid0027,2022-01-15,3997.93,12
txn0005999,mid00392,pid0221,2022-01-15,5727.22,12
txn0006222,mid00407,pid0363,2022-01-15,4675.25,12
txn0006413,mid00420,pid0152,2022-01-15,5392.43,12
txn0000199,mid00018,pid0167,2022-01-16,15583.08,12
txn0000202,mid00018,pid0167,2022-01-16,5522.46,12
txn0000795,mid00068,pid0243,2022-01-16,12211.93,12
txn0001138,mid00094,pid0567,2022-01-16,3674.34,12
txn0001239,mid00105,pid0041,2022-01-16,9580.64,12
txn0001446,mid00121,pid0354,2022-01-16,2074.58,12
txn0001971,mid00169,pid0170,2022-01-16,1255.49,12
txn0002112,mid00175,pid0389,2022-01-16,974.27,12
txn0002179,mid00179,pid0668,2022-01-16,267.34,12
txn0003338,mid00249,pid0276,2022-01-16,1476.29,12
txn0004258,mid00306,pid0307,2022-01-16,6001.26,12
txn0004261,mid00306,pid0307,2022-01-16,8152.29,12
txn0005303,mid00359,pid0463,2022-01-16,1916.36,12
txn0005390,mid00363,pid0437,2022-01-16,5322.33,12
txn0005503,mid00367,pid0333,2022-01-16,4434.92,12
txn0006181,mid00405,pid0441,2022-01-16,5132.39,12
txn0007121,mid00454,pid0159,2022-01-16,7043.46,12
txn0000064,mid00006,pid0559,2022-01-17,4310.95,12
txn0000743,mid00066,pid0454,2022-01-17,15461.41,12
txn0001137,mid00094,pid0567,2022-01-17,4797.08,12
txn0002197,mid00181,pid0157,2022-01-17,688.18,12
txn0002451,mid00195,pid0535,2022-01-17,738.91,12
txn0003244,mid00242,pid0296,2022-01-17,13540.10,12
txn0003393,mid00251,pid0285,2022-01-17,6308.85,12
txn0003472,mid00256,pid0564,2022-01-17,918.09,12
txn0003489,mid00259,pid0674,2022-01-17,9220.68,12
txn0003492,mid00259,pid0674,2022-01-17,7075.01,12
txn0004617,mid00323,pid0494,2022-01-17,10201.56,12
txn0004682,mid00325,pid0232,2022-01-17,411.95,12
txn0004857,mid00332,pid0336,2022-01-17,9963.34,12
txn0005036,mid00341,pid0034,2022-01-17,15387.95,12
txn0005688,mid00376,pid0443,2022-01-17,533.95,12
txn0005773,mid00381,pid0615,2022-01-17,11330.99,12
txn0006241,mid00408,pid0044,2022-01-17,12551.22,12
txn0006305,mid00412,pid0176,2022-01-17,14996.14,12
txn0006593,mid00428,pid0282,2022-01-17,1864.65,12
txn0000046,mid00005,pid0028,2022-01-18,5133.10,12
txn0000099,mid00009,pid0345,2022-01-18,318.68,12
txn0000477,mid00042,pid0001,2022-01-18,11800.52,12
txn0000478,mid00042,pid0001,2022-01-18,14783.26,12
txn0000663,mid00058,pid0591,2022-01-18,9693.40,12
txn0000664,mid00058,pid0591,2022-01-18,9444.96,12
txn0000744,mid00066,pid0454,2022-01-18,9052.76,12
txn0000958,mid00079,pid0414,2022-01-18,6638.77,12
txn0002278,mid00185,pid0027,2022-01-18,1315.98,12
txn0002628,mid00201,pid0187,2022-01-18,6255.24,12
txn0003485,mid00258,pid0414,2022-01-18,4648.36,12
txn0004266,mid00307,pid0468,2022-01-18,2927.76,12
txn0004763,mid00330,pid0381,2022-01-18,14489.48,12
txn0006690,mid00434,pid0668,2022-01-18,15901.28,12
txn0007123,mid00454,pid0159,2022-01-18,12981.95,12
txn0000029,mid00003,pid0090,2022-01-19,10859.54,12
txn0001240,mid00105,pid0041,2022-01-19,15361.95,12
txn0001998,mid00173,pid0187,2022-01-19,10788.32,12
txn0002632,mid00201,pid0187,2022-01-19,5959.01,12
txn0003137,mid00232,pid0084,2022-01-19,954.30,12
txn0003486,mid00258,pid0414,2022-01-19,8980.12,12
txn0003790,mid00276,pid0594,2022-01-19,6831.28,12
txn0003890,mid00283,pid0668,2022-01-19,2060.56,12
txn0004007,mid00292,pid0555,2022-01-19,1504.82,12
txn0004338,mid00315,pid0695,2022-01-19,5432.21,12
txn0004843,mid00331,pid0026,2022-01-19,1042.27,12
txn0004914,mid00337,pid0687,2022-01-19,3247.88,12
txn0005064,mid00344,pid0368,2022-01-19,13126.87,12
txn0005110,mid00346,pid0658,2022-01-19,1309.54,12
txn0005194,mid00352,pid0149,2022-01-19,3714.72,12
txn0006239,mid00408,pid0044,2022-01-19,14219.04,12
txn0000028,mid00003,pid0090,2022-01-20,4362.63,12
txn0000321,mid00024,pid0324,2022-01-20,13758.33,12
txn0000388,mid00031,pid0049,2022-01-20,642.80,12
txn0000794,mid00068,pid0243,2022-01-20,11639.09,12
txn0000796,mid00068,pid0243,2022-01-20,12378.98,12
txn0001403,mid00119,pid0119,2022-01-20,5417.71,12
txn0002000,mid00173,pid0187,2022-01-20,10177.59,12
txn0002832,mid00210,pid0564,2022-01-20,848.24,12
txn0002890,mid00215,pid0538,2022-01-20,7552.52,12
txn0003039,mid00225,pid0312,2022-01-20,15534.89,12
txn0003607,mid00266,pid0015,2022-01-20,1136.12,12
txn0004197,mid00300,pid0185,2022-01-20,3517.82,12
txn0004693,mid00326,pid0407,2022-01-20,3165.57,12
txn0004940,mid00340,pid0631,2022-01-20,11667.96,12
txn0005121,mid00347,pid0052,2022-01-20,6531.70,12
txn0005156,mid00348,pid0579,2022-01-20,15222.75,12
txn0005583,mid00375,pid0069,2022-01-20,12026.55,12
txn0006414,mid00420,pid0152,2022-01-20,3688.38,12
txn0000322,mid00024,pid0324,2022-01-21,8045.28,12
txn0000922,mid00075,pid0322,2022-01-21,918.02,12
txn0000998,mid00085,pid0469,2022-01-21,1853.66,12
txn0001310,mid00110,pid0422,2022-01-21,4962.50,12
txn0001312,mid00110,pid0422,2022-01-21,13716.87,12
txn0001491,mid00125,pid0552,2022-01-21,15827.52,12
txn0001598,mid00134,pid0441,2022-01-21,1136.89,12
txn0001814,mid00155,pid0497,2022-01-21,3598.73,12
txn0002338,mid00190,pid0043,2022-01-21,11307.97,12
txn0002489,mid00198,pid0089,2022-01-21,6894.46,12
txn0002490,mid00198,pid0089,2022-01-21,15006.57,12
txn0002829,mid00209,pid0485,2022-01-21,5522.94,12
txn0003954,mid00288,pid0272,2022-01-21,5350.79,12
txn0004203,mid00301,pid0392,2022-01-21,1226.99,12
txn0004275,mid00308,pid0495,2022-01-21,9656.28,12
txn0004303,mid00310,pid0303,2022-01-21,5660.69,12
txn0005054,mid00343,pid0377,2022-01-21,1175.85,12
txn0005251,mid00354,pid0135,2022-01-21,15715.41,12
txn0005908,mid00386,pid0637,2022-01-21,4447.74,12
txn0006320,mid00414,pid0250,2022-01-21,4056.55,12
txn0006323,mid00414,pid0250,2022-01-21,6550.19,12
txn0006439,mid00421,pid0203,2022-01-21,1123.94,12
txn0000667,mid00058,pid0591,2022-01-22,14550.15,12
txn0000963,mid00080,pid0253,2022-01-22,3585.69,12
txn0001711,mid00145,pid0006,2022-01-22,3943.15,12
txn0002123,mid00176,pid0432,2022-01-22,6226.31,12
txn0002335,mid00190,pid0043,2022-01-22,4964.34,12
txn0002337,mid00190,pid0043,2022-01-22,13458.98,12
txn0002406,mid00194,pid0471,2022-01-22,15425.37,12
txn0002459,mid00196,pid0552,2022-01-22,5662.33,12
txn0002948,mid00220,pid0106,2022-01-22,2499.67,12
txn0004858,mid00332,pid0336,2022-01-22,11857.75,12
txn0004859,mid00332,pid0336,2022-01-22,11310.98,12
txn0005258,mid00355,pid0244,2022-01-22,5824.22,12
txn0005453,mid00364,pid0455,2022-01-22,5041.47,12
txn0006223,mid00407,pid0363,2022-01-22,10720.36,12
txn0006310,mid00413,pid0371,2022-01-22,7541.69,12
txn0006319,mid00414,pid0250,2022-01-22,12175.46,12
txn0006415,mid00420,pid0152,2022-01-22,14511.30,12
txn0006577,mid00427,pid0070,2022-01-22,1324.36,12
txn0006897,mid00447,pid0679,2022-01-22,5628.71,12
txn0000026,mid00003,pid0090,2022-01-23,8543.72,12
txn0000413,mid00034,pid0567,2022-01-23,5546.58,12
txn0000797,mid00068,pid0243,2022-01-23,5730.20,12
txn0001391,mid00116,pid0409,2022-01-23,5311.37,12
txn0001404,mid00119,pid0119,2022-01-23,6718.70,12
txn0001419,mid00120,pid0272,2022-01-23,6126.67,12
txn0001799,mid00154,pid0653,2022-01-23,370.64,12
txn0001999,mid00173,pid0187,2022-01-23,14595.60,12
txn0002106,mid00174,pid0217,2022-01-23,693.30,12
txn0002228,mid00183,pid0263,2022-01-23,5620.32,12
txn0002382,mid00193,pid0444,2022-01-23,4451.28,12
txn0002728,mid00203,pid0283,2022-01-23,11669.79,12
txn0002822,mid00208,pid0250,2022-01-23,779.66,12
txn0003487,mid00258,pid0414,2022-01-23,8997.77,12
txn0003667,mid00272,pid0521,2022-01-23,6689.70,12
txn0004000,mid00291,pid0642,2022-01-23,8374.28,12
txn0004566,mid00321,pid0375,2022-01-23,1488.29,12
txn0004579,mid00322,pid0169,2022-01-23,5224.95,12
txn0004900,mid00336,pid0551,2022-01-23,1398.51,12
txn0005181,mid00351,pid0611,2022-01-23,641.13,12
txn0005249,mid00354,pid0135,2022-01-23,10238.81,12
txn0005393,mid00363,pid0437,2022-01-23,7728.69,12
txn0005846,mid00384,pid0377,2022-01-23,15960.75,12
txn0006224,mid00407,pid0363,2022-01-23,6398.05,12
txn0006240,mid00408,pid0044,2022-01-23,4348.27,12
txn0006302,mid00412,pid0176,2022-01-23,11272.89,12
txn0006303,mid00412,pid0176,2022-01-23,6823.75,12
txn0006412,mid00420,pid0152,2022-01-23,7221.09,12
txn0006467,mid00423,pid0644,2022-01-23,10767.53,12
txn0006552,mid00426,pid0331,2022-01-23,7410.75,12
txn0000960,mid00080,pid0253,2022-01-24,15212.96,12
txn0001095,mid00091,pid0670,2022-01-24,637.95,12
txn0001194,mid00103,pid0597,2022-01-24,15270.61,12
txn0001309,mid00110,pid0422,2022-01-24,12674.25,12
txn0001405,mid00119,pid0119,2022-01-24,8550.35,12
txn0001490,mid00125,pid0552,2022-01-24,15136.65,12
txn0002127,mid00176,pid0432,2022-01-24,13086.04,12
txn0002997,mid00222,pid0053,2022-01-24,1269.51,12
txn0003007,mid00223,pid0067,2022-01-24,2026.04,12
txn0003481,mid00257,pid0259,2022-01-24,545.93,12
txn0003664,mid00272,pid0521,2022-01-24,15568.43,12
txn0003953,mid00288,pid0272,2022-01-24,3483.40,12
txn0004060,mid00296,pid0455,2022-01-24,12025.21,12
txn0004257,mid00306,pid0307,2022-01-24,3886.87,12
txn0004395,mid00317,pid0662,2022-01-24,10756.43,12
txn0005096,mid00345,pid0126,2022-01-24,588.97,12
txn0005372,mid00362,pid0032,2022-01-24,1301.10,12
txn0006000,mid00392,pid0221,2022-01-24,6259.53,12
txn0006031,mid00394,pid0582,2022-01-24,2752.45,12
txn0006691,mid00434,pid0668,2022-01-24,10818.57,12
txn0006917,mid00448,pid0087,2022-01-24,2666.38,12
txn0000628,mid00054,pid0647,2022-01-25,323.84,12
txn0000742,mid00066,pid0454,2022-01-25,7466.74,12
txn0000746,mid00066,pid0454,2022-01-25,10597.48,12
txn0001159,mid00099,pid0134,2022-01-25,1161.61,12
txn0001336,mid00111,pid0255,2022-01-25,2993.87,12
txn0002310,mid00188,pid0105,2022-01-25,1220.03,12
txn0002491,mid00198,pid0089,2022-01-25,7881.54,12
txn0002630,mid00201,pid0187,2022-01-25,11491.69,12
txn0002631,mid00201,pid0187,2022-01-25,7320.07,12
txn0003074,mid00228,pid0454,2022-01-25,4927.35,12
txn0003888,mid00282,pid0391,2022-01-25,2744.40,12
txn0004307,mid00310,pid0303,2022-01-25,4841.27,12
txn0005124,mid00347,pid0052,2022-01-25,7744.78,12
txn0005515,mid00368,pid0465,2022-01-25,6215.88,12
txn0006109,mid00400,pid0695,2022-01-25,421.08,12
txn0006242,mid00408,pid0044,2022-01-25,6432.44,12
txn0001104,mid00092,pid0568,2022-01-26,2284.66,12
txn0001997,mid00173,pid0187,2022-01-26,14194.62,12
txn0002772,mid00204,pid0196,2022-01-26,3862.09,12
txn0003040,mid00225,pid0312,2022-01-26,12136.49,12
txn0004867,mid00334,pid0665,2022-01-26,1278.16,12
txn0004928,mid00339,pid0425,2022-01-26,5271.09,12
txn0006468,mid00423,pid0644,2022-01-26,5418.04,12
txn0007153,mid00455,pid0104,2022-01-26,7591.94,12
txn0000591,mid00051,pid0530,2022-01-27,1283.26,12
txn0001311,mid00110,pid0422,2022-01-27,8558.65,12
txn0002125,mid00176,pid0432,2022-01-27,6439.64,12
txn0002609,mid00200,pid0345,2022-01-27,5752.53,12
txn0002880,mid00214,pid0284,2022-01-27,6269.41,12
txn0003038,mid00225,pid0312,2022-01-27,11940.83,12
txn0003493,mid00259,pid0674,2022-01-27,3694.58,12
txn0003665,mid00272,pid0521,2022-01-27,5947.19,12
txn0003985,mid00289,pid0666,2022-01-27,1601.80,12
txn0004059,mid00296,pid0455,2022-01-27,8958.89,12
txn0004063,mid00296,pid0455,2022-01-27,12756.85,12
txn0004664,mid00324,pid0118,2022-01-27,5102.00,12
txn0004665,mid00324,pid0118,2022-01-27,14321.50,12
txn0004750,mid00329,pid0269,2022-01-27,1756.06,12
txn0005305,mid00360,pid0045,2022-01-27,7361.67,12
txn0005319,mid00361,pid0675,2022-01-27,9986.02,12
txn0005504,mid00367,pid0333,2022-01-27,5416.97,12
txn0005703,mid00378,pid0576,2022-01-27,5210.77,12
txn0005774,mid00381,pid0615,2022-01-27,15405.99,12
txn0005838,mid00383,pid0230,2022-01-27,1844.77,12
txn0006292,mid00411,pid0118,2022-01-27,1197.38,12
txn0000116,mid00011,pid0045,2022-01-28,575.08,12
txn0000607,mid00053,pid0236,2022-01-28,5930.17,12
txn0000907,mid00073,pid0195,2022-01-28,3768.82,12
