GLOBAL_FILE_ID,LOAD_TERMS,CONTAINER_ID,VESSEL,VOYAGE,QUANTITY,TEU
821f9e789a178d0af07ae8124641187b,FCL,d165d2055adf90cc55d6e7ec63b5094f,,,5 X 20,5.0
821f9e789a178d0af07ae8124641187b,FCL,0d0be319b50d79e3f786289468fec4c2,,,5 X 20,5.0
1046006c436fbe9a0747db1ff28bc90e,FCL,144c34eb7a383281dcc74162f579f230,EVER FAR,V-1121-006E,2 X 40HC,4.0
56ea0590cacaefd45c1c029f53d6af44,FCL,779f40b88891c02d42fc0b13c6faaf9e,COSCO PACIFIC,071E,4 X 40HC,8.0
51bcd93b0100f3d0fa131b0817c15541,FCL,2d45d9cd18d1ebe35cb0104b45279268,MAERSK SKARSTIND,017W,4 X 40,8.0
215eb652c983f6ef02bc74613f89e200,LCL,802d5c6ff6b4ee1527f9e0edf557191a,MOL COURAGE,0INC3W1MA,5 X 40HC,10.0
cbc892a3ab8a4d4a4d9c35bde1fae17a,LCL,,EVER LUCKY,V-0062-049E,,0.0
411d20f39f8a0695b2156f54fda899be,LCL,,CMA CGM VELA,01,,0.0
18464007bb3386c814806c31c5c71ea2,FCL,5b6eda04d87bc12cfb8362b07b5418f2,MSC SENA,AC137R,4 X 40HC,8.0
68408618c2a32e4d9b43218d2c07b313,FCL,7b0d8f9a6455e93b15f2c3e5ea8b1802,AL SAFAT,216N,5 X 40HC,10.0
eb13fd7b28acc8ec0958d1ac53e05afc,FCL,c1e456832613c291b1113f512f7303b9,SONDERBORG,61/S,4 X 40HC,8.0
eb13fd7b28acc8ec0958d1ac53e05afc,FCL,e4f4552d679d912cc6f7b545fc849cca,SONDERBORG,61/S,4 X 40HC,8.0
eb13fd7b28acc8ec0958d1ac53e05afc,FCL,43c5880b96e9cab9a438c78a1bd7f354,SONDERBORG,61/S,4 X 40HC,8.0
757e7722ea9f0a047487079bf95d242e,FCL,703449f94fdf7b45a854628c8140a479,HONIARA CHIEF,21004,5 X 40HC,10.0
c32f3047c191f2f2b3faad59122b0a73,FCL,60b379e841477d7db3cb93fbd410e5d5,CMA CGM HOPE,0MEFXW1MA,4 X 20TA,4.0
547dc9df8d5eeea51bae0ac4872266e3,FCL,,,,5 X 40,10.0
536c3de9f24a608d43f074a1db0b4c6f,FCL,e3b033c0a891e2eeacecff1c8cde6ca4,CMA CGM RIGOLETTO,0TN8LS1MA,5 X 40,10.0
536c3de9f24a608d43f074a1db0b4c6f,FCL,5a01f3239dbd1a4863f9898c5566c040,CMA CGM RIGOLETTO,0TN8LS1MA,5 X 40,10.0
8279add7041625f752a1c7801fc164c4,FCL,430cc0ef93be9a51dd7ac060681b185a,ONE MARVEL,063E,4 X 40HC,8.0
3cf9b2f390c0b15480c3cf3aafe82a40,FCL,1f803108b1fa5451a0161e3962006cdc,,,3 X 40HC,6.0
55628b2bc38e19c65375851cc5711e96,FCL,df37ff903f78a61b06b0c9f21ab7982c,EVER LASTING,063W,3 X 40HC,6.0
97bb3d964dbe2f264a216847bd46ade3,LCL,e9cc40a9cfff4bd2fb191a1cbd56a2de,EVER LUCENT,V-0111-050E,1 X 40HC,2.0
e1e90b2bbcf574a2863d6fe583046c02,LCL,,MSC KALINA,V.FK325A,,0.0
8344831afbc4cbcabbd916aceca6513d,FCL,c37f480d1820770b7c05a9beb66d7b0d,TAIPEI TRIUMPH,V-1132-022E,2 X 40HC,4.0
e14eac539004394d61607f157d613977,FCL,c89efa45f51e9566019c9afa93ce5715,COSCO EXCELLENCE,061E,5 X 40HC,10.0
44f6b90f9dfe070b38f3cf683c79fe84,FCL,a9ae1f4b4a5c4b065f2421ea1e87b0aa,MSC CORDELIA III,HB146R,6 X 20,6.0
3dda54194dc38b65a2fe800401b77459,FCL,723b9ccf27c142db61e476a31c4a25f6,TOLEDO TRIUMPH,0539-024W,4 X 20TA,4.0
1f872191b6572aa03406cf67c6ece225,FCL,35415ce941834de55fb290357e76b5e4,MAERSK HARTFORD,145E,1 X 40,2.0
37371904f44e0f83acfb624ee5f9e744,FCL,5b6dbeb0855d4dd2ef14e96647456ce6,CONTI CONQUEST,013E,4 X 40HC,8.0
32755e2e278b35d8592dd880030a62c9,FCL,900981586247cb7afaed8eab2e372c1a,OOCL VANCOUVER,V.0TP9LE1MA,1 X 40,2.0
4165be94abb18066aa417ad22d41704b,FCL,,MSC VIGO,UA129R,4 X 40,8.0
2dc1100792a4fcf549c2019060c82010,FCL,70ffce8f6f90cdbc9aac0f4b7fb01e7f,MSC LISBON,XA105A,2 X 20,2.0
edf99472289e04429b5171be5183768b,FCL,7846994beac6dc3fa312b2d9296fe336,ATHOS,022E,5 X 40,10.0
c3b1184ae4f763dc47f88b95dd93fadb,LCL,,MOL SEABREEZE,0164S,,0.0
8df269db470a0acb62a8ae305ef93808,LCL,,WAN HAI,E003.,1 X 20,1.0
44a94ff1557f941844cee00c507429cc,FCL,39c54d412e4f7b2aa46135e40ac26d51,ONE CRANE,020E,1 X 20,1.0
9e58756b3b7fbe22141c53766975c90b,FCL,d224e136cecbd695b57032eaa1ef2167,EVER LIVING,1022-049E,1 X 20,1.0
189012bc0a18fcb8a626b5ac1709eb36,FCL,,YM TRANQUILITY,007,4 X 40HC,8.0
19131e7bc74e7307aff18980829bd621,LCL,d72060f909f9c5a7379a26b2c689f140,MAERSK KINLOSS,317W,1 X 40HC,2.0
efeea1b52f4c0f1063c7520feebeac36,FCL,5be5f57648816651c58654096642eefc,MAERSK HERRERA,234W,2 X 40,4.0
6895423a5c21d6cb0c61ee3415e20fdc,LCL,,FOS EXPRESS,17W,,0.0
6330f4bc72d9efcafe23f48acd9ca241,FCL,febec9355cc17039322dbdc34cc8c4cf,EXPRESS ROME,2130,5 X 40HC,10.0
6330f4bc72d9efcafe23f48acd9ca241,FCL,8a637eaf23a0bf6b352f1be3bdaf8fba,EXPRESS ROME,2130,5 X 40HC,10.0
6330f4bc72d9efcafe23f48acd9ca241,FCL,74f212b7513ea8c51b2e00451f45282e,EXPRESS ROME,2130,5 X 40HC,10.0
fe716514e0b7c500566c67524030548e,FCL,7dcafd09ae1a8a97bcbc5217e6a200ee,TUBUL,014E,1 X 40HC,2.0
6db2e55539048476f4be995fe3f12c29,FCL,4d68ddb15186f9a81eaeaca5eb007fd5,KOTA LIHAT,E172,1 X 20GP,1.0
95b58a6d5153f2e1c41e7849c693b653,LCL,1c348aee3fb83081b5b17c56d91f19e5,CSCL SPRING,051E,,0.0
15f1f57697587886b7a1afdcaf27b5ea,LCL,,SEASPAN GANGES,026W,,0.0
b47764bef6374f4ab6442755ba065a67,FCL,13c9b7112d2b8330b83c4f9ad3fb683f,ZIM SAVANNAH,18/E,1 X 20,3.0
ac20a7e7d59d973eee169da986d2ee3b,FCL,fe5315b350a4ca9a57e0f91a24c78f34,POLAR ECUADOR,342N,5 X 40,10.0
ca4449b6903b783b5a2f8593c2f5d6d6,FCL,ecdc8b1bd2f33822bea8709a4b7e6467,CSCL WINTER,035E,7 X 40,14.0
0dccf1cc0848eefa091d199ab3f2f516,LCL,3e8ddb6d9b6b82093ca1a32f7e5fcf92,CMA CGM INTEGRITY,0MHG3E,1 X 40HC,2.0
963c7b7756f6255dc8ab495f2c656c4e,LCL,efdfe22a3d6b6c06507ae312f5d1fe3e,GUNVOR MAERSK,328E,,0.0
1585a7a8595ef1ac48ad9c114edd9c65,FCL,eb5a75eff428cad98004900715078fbc,EVER FUTURE,V.1190-001E,5 X 40,10.0
f01310d7ac6568dd2024b51d83911901,LCL,,COSCO SHIPPING UNIVERSE,021W,1 X 40,2.0
80b2347ebcd68c57af0111531032ed2f,FCL,7a86a60e6320ab07512faaefd6197c9b,JANNES,1307014,7 X 40HC,14.0
80b2347ebcd68c57af0111531032ed2f,FCL,ee6f1292c1506b72f38a34f17d9c0223,JANNES,1307014,7 X 40HC,14.0
80b2347ebcd68c57af0111531032ed2f,FCL,79300b5b883476142124bad079ad0f75,JANNES,1307014,7 X 40HC,14.0
fdf258434cca5e49387fb13187ee5011,FCL,cffdd0be270b472abad98f4a380af893,WAN HAI 508,E185,2 X 40,10.0
4a04e5a6a3c9271277f99417363440b9,FCL,8c5256bdc29b1d47dc4a5fef9760685f,CMA CGM CENDRILLON,0PE3RW1MA,1 X 40HC,2.0
c2a20423e72ae859d5be30d8a8b2c022,LCL,,LOA PEACE,22046E,,0.0
5047db21a6b928cb0733f0a6435951da,FCL,93dd548e476e519b9460cf59a44bac14,CMA CGM PANAMA,0TUJ3E1MA,3 X 20,3.0
9baccc52ecddc40e176cc808134373d3,FCL,b3947db24e0c6e0f3ec919cb6a0e0727,HYUNDAI SPEED,0032E,1 X 40HC,2.0
41c49b3b892d3787060e852f48f5a4ed,FCL,326a8f4a177af8df5254169a306ef064,MSC PINA,145W,5 X 40HC,10.0
eba34e78a84edd48c208dfdef053967d,LCL,32191eef52a13e141f6adb6a6eb7f2de,COSCO KAOHSIUNG,092E,,0.0
34071001e89888edce6f7c58b38dd79f,FCL,94da4b4414f77e2872a559c035f4d002,COSCO PHILIPPINES,0LBB9W1MA,4 X 40HC,8.0
fed3a4a4a06691340edc5498cf8db31c,FCL,d9e2ccbd25a1cd5b360fee95ae7a0daa,MAERSK ATHABASCA,62E,1 X 40,2.0
6e0fddd0851b07ef7603de55db97a8c9,FCL,e1d0680dd06b0963f7a4219b496377ab,MSC NELA,FJ111E,3 X 40HC,6.0
7b3116c6fbfb06bd9ecf65a49761e00f,FCL,0f61e1ab9843f4078bed976c81d1ecf5,REN JIAN 9,V.2142E,1 X 40HC,2.0
868f00fe6ce1909a90b20333ddbdb54f,LCL,f86e431fa04a29d3aebe8da7939d06a7,EVER LUCID,0991-058E,,0.0
39131568f8788b1e5a8ce6c09665bef6,FCL,65faecccebae715ab5be4fd985b61d78,OOCL BERLIN,041E,3 X 20,3.0
612da0cf20c442cef03fac3e43fc893c,FCL,32c164a63fdeb3886b33d7d39d5fbdc3,,,5 X 40,10.0
6c88815f431b1a54c18007242f029679,CONS,426b3018854bf701032bed412819f4b4,CSCL WINTER,034E,,0.0
73f002f345dd0ea4be4cefdc2922c391,LCL,,DELAWARE EXPRESS,037W,,0.0
3e7e83f0e1c84f812ebbf2cd93c1bcaf,FCL,db84c65c7704d4428a620ad5a5d34e2f,WAN HAI 312,V.E208,3 X 40HC,6.0
896f3fc9b7523a7f375ee515993fdd41,LCL,8263a2fdee2040aea8fbe68cfe158ad0,EVER LEADER,0989-057E,2 X 40HC,4.0
e769c0a28679e45dce8b2267b337df38,FCL,07192c527da9c14c5cf350800c8694cb,CMA CGM ARCTIC,0MEELW1MA,4 X 20TA,4.0
224ecfe62117c66c9094945ae98a1948,FCL,8adeec66ac351abe09a63cd5e5c2e23b,,,5 X 40HC,10.0
5e143d9b83587b3ea5b9ae748474d749,LCL,cc72180793ab2410b8bddb413a6935b7,OOCL TAIPEI,065E,,0.0
519689bb0b69d640cf8b992c509a5539,FCL,862e5fb4f4881af81c5c2764044748d0,CMA CGM TAGE,0PGELE1MA,1 X 20,1.0
81b1013598ee91842383ebfd456f91ab,FCL,701927df325c3403034ad199cdf2bd7c,GH FOEHN,E014,1 X 45HC,8.25
7a802aa4f0f0845a4ed6381c814d5bb0,LCL,,SAFMARINE MAFADI,138,,0.0
5b08ddacf3b077fb3d630fda7f2e6e2f,FCL,f0c723175544e5a975929fa0a479244e,HYUNDAI SATURN,0033W,2 X 40HC,4.0
23d57dbd3671aeab359ba1e789a4c2df,FCL,3754c50f061126a56ea886ef79e238fa,GLEN CANYON,V.56E,1 X 20,1.0
91564d7be4eb07a80cad28efa478cbb8,FCL,86d85aee2250128a215bd69815660d28,MSC MARIA CLARA,797W42,3 X 40HC,6.0
5efc2f81a7648e9202edd7e512657383,FCL,387623224d077c3af098eb56804871a1,COSCO SANTOS,065E,2 X 40HC,4.0
acdd9e36d64a32143f29d48e8644c663,FCL,,MAERSK ESSEN,321N,1 X 20,1.0
987353bde0105912d8c383ed4037b481,FCL,9c8303172712edc2b458e32f3b55e423,MONTE ALEGRE,214N,5 X 40HC,10.0
a5a5444bb75467e9c36cfaaed643ab67,FCL,cda4e5219596b5396d45b8c0ec719c93,,,3 X 20,3.0
7ca89b189ae3e560887e29275a803b0a,FCL,d0e1c181136a0e0cd2deecc298128a6c,OOCL MALAYSIA,0ME9VW1MA,4 X 20TA,4.0
01d75fe4a4471466d022a58a3e203786,FCL,ccfb2673b4d9f3089ee57f16a18098b3,CSAV TRAIGUEN 205,205W,2 X 20,2.0
881f6e760f5f7854ae36a20146398ddd,FCL,2a66f12ca93e4495926fac6d652f630d,HENRIKA SCHULTE,UV201,2 X 40HC,4.0
f936a34bc5a4805b1bd9e21e3dccff29,FCL,e45fc8e957c882bfd97b62e4591d0bfb,MSC CLORINDA,216N,1 X 40HC,2.0
76c8c197893eda0a87ed4cad49ce142b,FCL,c3227a6350934cc529571c15731768b9,AS CARELIA,345S,4 X 40,8.0
fa896182d7f240de5ce633c89ef93cf5,FCL,3f8658e508496c33880762b57794fc64,ZIM ALABAMA,V.19E,1 X 20,1.0
13ae9d8739a18f69de1083b4fc7248eb,LCL,,HAMBURG BAY,HBY27,,0.0
ca6feddf973c22816d42c2b7f7c2e8d0,FCL,8d23f0488da9ef0f84ce7805882bf35a,COSCO SHIPPING JASMINE,019E,1 X 20,1.0
74c6c949c40a0d0f3c33487a45a832bd,LCL,da97e5b4f709a377205be250e5594ae8,MSC RANIA,IU336A,1 X 40HC,2.0
e87cbcec9c50946806409fc24e4cd405,FCL,583d0f36cebb297ad8024cdb47c4ec52,TEMPANOS,2310S,2 X 40HC,4.0
6f6d210b11e222f7a885f773280b851a,FCL,8116b95c00ba15f05944f3d79be6a1a7,CONTSHIP CUB,0WRBRS1MA,1 X 40HC,2.0
bdfec0efd7196f36e8eed6a6cc31914d,FCL,53ff2b1d017e8d63b45f8a5eb90612d2,DINA TRADER,351N,2 X 20TA,2.0
2c70be295ebc3f1cfe21754bd056c900,LCL,,SEOUL EXPRESS,09W26,,0.0
e979abf16da3f8158092d375374f36a2,FCL,72dd14bc86ca49703049399c0322873c,COSCO DEVELOPMENT,054E,1 X 20,1.0
2444e55d3f09646e4407cec4d4092587,FCL,021246e547127ea7a37520ad92dd43c0,PONA,HC114R,2 X 40HC,4.0
a2d189eedfd76303008038cb5db21547,FCL,ef670278f645edac2a2eeed286e15fef,THALASSA PATRIS,0577-044W,3 X 20TA,3.0
0bdfdd758c7b13cee0ece5648a51b080,FCL,4c3553247748dcebbe3261d4a8d6426c,EVER SIGMA,V.0036-110E,1 X 40HC,2.0
d31aa9982c4d6ba2340d349febb078c9,FCL,0037055db7686b2554955b48dd99bb0a,MSC AQUARIUS,2213S,8 X 40FR,16.0
d31aa9982c4d6ba2340d349febb078c9,FCL,d66560471d100663f7d092856367191b,MSC AQUARIUS,2213S,8 X 40FR,16.0
316c155a333e9ef8598704ebc332e380,FCL,9ce9ab10d5606395f3eb051930f8778c,CMA CGM CALLISTO,V.0TX8HE1MA,1 X 40HC,4.0
316c155a333e9ef8598704ebc332e380,FCL,e6efc37005e8c3d3ef94a4b07a509ac4,CMA CGM CALLISTO,V.0TX8HE1MA,1 X 40HC,4.0
f25abea1c4a44c708a7d69067f7cc57c,FCL,9026b6f9936e615799c59095e80eb2e9,MAERSK SEMBAWANG,115W,4 X 40HC,8.0
f25abea1c4a44c708a7d69067f7cc57c,FCL,c7d9820e7d7213e698348864471071a6,MAERSK SEMBAWANG,115W,4 X 40HC,8.0
e97aa65a4a6107c41158cab3903c8454,FCL,7498e1f2c4596ee741739a35e228e980,MSC CHULAI III,HV307A,2 X 40,4.0
7abfdc14f3e9bf44bcd57ac7303caf7c,FCL,,MSC RIKKU,IU244R,1 X 20,1.0
aff621134265fbdd85704e9d17609c9e,FCL,3909cbfc2f14554cff584d517c7dfe9c,CMA CGM SCANDOLA,0MED0E1MA,1 X 40HC,2.0
9c3ac2bd072db60369be9a9fcb02e809,FCL,871053a7b07b447d0df351e3c9f73966,MSC ABIDJAN,FI210R,1 X 40HC,2.0
6031e85b3a80d0281ca16a7d4ab32395,LCL,5b1ea43941d4e3d6fdede1a0757fb6dc,CMA CGM MISSISSIPPI,V.0TX99E1MA,1 X 40HC,0.0
ee0b30ff9253af8da8b2e5ee877c61df,FCL,bed5f7ef93245d6bdc27902c73298afd,MSC VIRGO,201A,1 X 40HC,2.0
4e8fb0748a7967d18ebb3212326c4004,FCL,8c93605009bdbca12e3299057f5699fa,OOCL FRANCE,0MEA3W1MA,4 X 20TA,4.0
2c0bd169658149e4a0640658ff6359f3,FCL,c16fddb5d3ab15d4574ee515126d3e4f,MAERSK COLUMBUS,314W,2 X 40FR,4.0
0fc747dc7a1bf97b251b5a4d95e43734,FCL,8dd918d803ced60933848a8c52763530,MSC KALAMATA VII,XA303A,1 X 40,2.0
b2ad02e51d8a35c8bd6f0f1e4b3d6ac8,LCL,,BILBAO BRIDGE,024E,,0.0
e001f84eabff4c3d9b395ba26adfa687,FCL,f8e503159e2438ba16d566ea130901e6,GSL VALERIE,V.1E,1 X 40HC,2.0
5183d591755b23a126a5468e6536b765,FCL,d4defe73db5582e468749e5abe0c7874,ONE MANHATTAN,V.029E,1 X 40,2.0
7a58c7bb32db3c3b44416c234de0c406,FCL,815537be1928492425162be6db1d1f08,APL NEWYORK,0PE0XW1MA,1 X 40HC,2.0
c3061af3551b38808ff1708959f69b02,FCL,994311fa4e21229ce68a544a23a36320,ONE CYGNUS,007E,1 X 20,5.0
